0.1297	0.2493	3.5346	
0.1078	0.3351	3.7029	
0.0886	0.3999	4.1053	
0.0707	0.4443	5.0193	
0.0511	0.4738	6.6742	
0.0314	0.4953	9.3160	
0.0147	0.5101	12.8046	
0.0043	0.5136	16.7022	
0.0003	0.5013	20.4267	
0.0022	0.4780	23.3329	
0.0086	0.4530	24.7800	
0.0221	0.4296	24.3492	
0.0444	0.4064	22.3203	
0.0732	0.3831	20.0455	
0.1053	0.3614	18.2751	
0.1380	0.3422	17.3681	
0.1707	0.3243	17.1034	
0.1983	0.3052	17.0036	
0.2186	0.2836	16.8752	
0.2312	0.2606	16.7349	
0.2357	0.2377	16.6327	
0.2342	0.2157	16.7456	
0.2297	0.1932	17.4372	
0.2252	0.1665	19.2371	
0.2210	0.1335	22.6027	
0.2159	0.0966	27.3524	
0.2103	0.0611	32.4256	
0.2066	0.0303	35.1834	
0.2086	0.0049	34.6595	
0.2180	-0.0156	31.4889	
0.2363	-0.0323	27.1023	
0.2610	-0.0468	22.9938	
0.2854	-0.0605	18.9735	
0.3043	-0.0724	15.3123	
0.3172	-0.0801	12.6849	
0.3268	-0.0856	11.8936	
0.3371	-0.0956	12.6732	
0.3515	-0.1160	14.5369	
0.3728	-0.1488	15.9750	
0.4005	-0.1933	16.6831	
0.4370	-0.2453	16.8085	
0.4810	-0.2953	16.4899	
0.5230	-0.3311	15.7505	
0.5526	-0.3414	14.6002	
0.5708	-0.3169	13.2679	
0.5792	-0.2629	12.1528	
0.5811	-0.2058	11.7104	
0.5790	-0.1770	11.9724	
0.5731	-0.1950	12.9849	
0.5703	-0.2508	14.5497	
0.5736	-0.3072	15.2091	
0.5862	-0.3231	14.7978	
0.6099	-0.2885	13.8022	
0.6346	-0.2375	12.7553	
0.6407	-0.2192	11.9002	
0.6243	-0.2544	10.7471	
0.5968	-0.3239	8.8280	
0.5708	-0.4011	6.3610	
0.5444	-0.4394	4.7935	
0.4048	-0.0619	46.2097	
0.3390	-0.0781	43.1199	
0.3029	-0.1173	38.0021	
0.2697	-0.1581	32.4874	
0.2315	-0.1855	27.5971	
0.1915	-0.1956	23.2645	
0.1613	-0.1924	19.1114	
0.1519	-0.1838	14.7398	
0.1618	-0.1697	10.3317	
0.1803	-0.1385	6.6551	
0.1969	-0.0768	4.6296	
0.2043	0.0172	3.8880	
0.1979	0.1264	3.7526	
0.1811	0.2286	3.7569	
0.1604	0.3136	3.6937	
0.1371	0.3773	3.6541	
0.1092	0.4187	3.8643	
0.0753	0.4453	4.5971	
0.0356	0.4666	6.1864	
-0.0070	0.4854	8.8410	
-0.0456	0.4964	12.2641	
-0.0745	0.4915	15.8966	
-0.0941	0.4740	19.1131	
-0.1056	0.4557	21.2699	
-0.1067	0.4422	22.0591	
-0.0938	0.4307	21.5911	
-0.0643	0.4183	21.1433	
-0.0186	0.4042	21.2602	
0.0379	0.3874	21.8323	
0.0956	0.3654	22.3970	
0.1436	0.3367	22.5574	
0.1767	0.3039	22.4461	
0.1963	0.2710	22.3698	
0.2061	0.2408	22.3407	
0.2095	0.2143	22.4035	
0.2086	0.1895	22.7457	
0.2041	0.1610	23.8758	
0.1951	0.1255	26.4899	
0.1814	0.0867	30.8298	
0.1659	0.0524	35.8231	
0.1546	0.0272	38.8317	
0.1532	0.0109	38.6748	
0.1646	0.0007	35.7620	
0.1886	-0.0073	31.4868	
0.2208	-0.0182	27.3242	
0.2540	-0.0346	23.1893	
0.2816	-0.0526	19.4122	
0.3020	-0.0658	16.7108	
0.3175	-0.0734	15.9532	
0.3320	-0.0818	16.9449	
0.3492	-0.0975	19.2269	
0.3714	-0.1241	21.1443	
0.3992	-0.1617	22.1547	
0.4328	-0.2076	22.2988	
0.4704	-0.2556	21.7200	
0.5078	-0.2960	20.5458	
0.5402	-0.3149	19.0201	
0.5649	-0.3003	17.4434	
0.5792	-0.2560	16.2132	
0.5825	-0.2068	15.7714	
0.5769	-0.1827	16.1512	
0.5687	-0.1988	17.4011	
0.5680	-0.2457	19.2378	
0.5819	-0.2913	19.8924	
0.6080	-0.3004	19.3269	
0.6346	-0.2679	18.1376	
0.6488	-0.2289	16.8015	
0.6446	-0.2266	15.3966	
0.6265	-0.2728	13.2923	
0.6054	-0.3414	10.1596	
0.5959	-0.3993	6.8211	
0.6297	-0.4222	4.8539	
0.3460	-0.1284	47.2046	
0.3042	-0.1322	44.1946	
0.2662	-0.1571	39.1947	
0.2291	-0.1977	34.0176	
0.1903	-0.2263	29.3499	
0.1546	-0.2298	25.0086	
0.1339	-0.2083	20.4728	
0.1382	-0.1763	15.6873	
0.1660	-0.1454	11.1588	
0.2053	-0.1095	7.7354	
0.2427	-0.0545	5.8190	
0.2669	0.0250	5.1359	
0.2722	0.1192	5.0506	
0.2620	0.2118	5.0480	
0.2429	0.2911	4.7494	
0.2166	0.3487	4.2714	
0.1825	0.3825	3.8533	
0.1387	0.4001	3.7683	
0.0818	0.4129	4.3074	
0.0125	0.4289	5.7395	
-0.0588	0.4461	8.1372	
-0.1193	0.4528	11.0292	
-0.1642	0.4470	13.8527	
-0.1948	0.4404	15.9675	
-0.2114	0.4413	17.5523	
-0.2114	0.4488	18.7182	
-0.1894	0.4583	20.2056	
-0.1420	0.4636	22.2474	
-0.0747	0.4563	24.4025	
-0.0008	0.4299	25.9664	
0.0641	0.3864	26.4871	
0.1114	0.3363	26.4730	
0.1426	0.2899	26.7192	
0.1630	0.2508	27.1389	
0.1755	0.2182	27.6406	
0.1805	0.1878	28.1466	
0.1771	0.1530	29.0720	
0.1646	0.1108	31.1796	
0.1442	0.0675	35.0146	
0.1206	0.0344	39.6008	
0.1021	0.0177	42.7884	
0.0963	0.0150	42.9972	
0.1071	0.0197	40.4716	
0.1342	0.0239	36.4344	
0.1726	0.0186	32.1621	
0.2136	0.0002	27.8013	
0.2497	-0.0244	23.7947	
0.2779	-0.0442	20.9108	
0.2997	-0.0556	20.0560	
0.3187	-0.0639	21.0998	
0.3386	-0.0766	23.6026	
0.3618	-0.0988	25.8439	
0.3888	-0.1319	27.1557	
0.4197	-0.1741	27.3127	
0.4537	-0.2203	26.4530	
0.4895	-0.2613	24.9674	
0.5243	-0.2843	23.2136	
0.5541	-0.2779	21.5141	
0.5732	-0.2453	20.2552	
0.5783	-0.2080	19.8678	
0.5715	-0.1908	20.3780	
0.5612	-0.2040	21.8034	
0.5593	-0.2375	23.7611	
0.5751	-0.2672	24.3596	
0.6055	-0.2704	23.6719	
0.6339	-0.2477	22.2857	
0.6445	-0.2275	20.5457	
0.6338	-0.2415	18.3647	
0.6108	-0.2937	15.1242	
0.5865	-0.3545	10.9557	
0.5685	-0.3767	6.9958	
0.5542	-0.3717	4.7680	
0.2969	-0.1454	47.3202	
0.2672	-0.1579	44.5203	
0.2330	-0.1924	40.1679	
0.2015	-0.2340	35.5289	
0.1730	-0.2599	31.0323	
0.1525	-0.2521	26.3770	
0.1506	-0.2088	21.4733	
0.1737	-0.1516	16.6960	
0.2178	-0.1026	12.7703	
0.2712	-0.0618	10.0082	
0.3207	-0.0152	8.4328	
0.3557	0.0467	7.9267	
0.3703	0.1215	7.9930	
0.3656	0.1993	8.1362	
0.3464	0.2682	7.6401	
0.3167	0.3169	6.6901	
0.2784	0.3408	5.5753	
0.2294	0.3446	4.6359	
0.1635	0.3403	4.1366	
0.0799	0.3448	4.2798	
-0.0107	0.3647	5.1839	
-0.0919	0.3861	6.7360	
-0.1545	0.3985	8.7281	
-0.1990	0.4085	10.6806	
-0.2293	0.4255	12.4958	
-0.2460	0.4528	14.6753	
-0.2440	0.4877	17.3969	
-0.2174	0.5189	20.5511	
-0.1675	0.5286	23.6700	
-0.1035	0.5041	26.0782	
-0.0388	0.4489	27.2937	
0.0166	0.3824	27.7201	
0.0618	0.3226	28.5616	
0.0984	0.2736	29.8985	
0.1259	0.2318	31.4467	
0.1413	0.1911	32.7047	
0.1425	0.1451	33.9697	
0.1299	0.0925	35.9477	
0.1073	0.0427	39.3399	
0.0810	0.0103	43.6706	
0.0599	0.0029	47.0371	
0.0521	0.0159	47.7395	
0.0620	0.0386	45.9673	
0.0901	0.0581	42.4909	
0.1316	0.0611	38.1285	
0.1775	0.0425	33.4211	
0.2195	0.0117	28.9837	
0.2534	-0.0158	25.6673	
0.2794	-0.0326	24.4291	
0.3005	-0.0428	25.2632	
0.3207	-0.0544	27.7436	
0.3429	-0.0738	30.0967	
0.3679	-0.1038	31.5495	
0.3964	-0.1427	31.7154	
0.4290	-0.1858	30.7177	
0.4652	-0.2254	29.0781	
0.5026	-0.2503	27.2269	
0.5360	-0.2514	25.5111	
0.5583	-0.2319	24.3210	
0.5652	-0.2085	24.0791	
0.5588	-0.1998	24.7826	
0.5475	-0.2110	26.3525	
0.5428	-0.2317	28.2582	
0.5537	-0.2451	28.6886	
0.5788	-0.2416	27.8051	
0.6041	-0.2289	26.0964	
0.6135	-0.2290	23.7390	
0.6024	-0.2603	20.5473	
0.5792	-0.3201	16.2203	
0.5555	-0.3837	11.3081	
0.5366	-0.4316	6.9743	
0.5132	-0.4508	4.6108	
0.2988	-0.1876	47.8018	
0.2456	-0.1961	45.3399	
0.2162	-0.2228	41.5141	
0.2007	-0.2577	37.1776	
0.1949	-0.2753	32.4732	
0.2015	-0.2522	27.4843	
0.2263	-0.1872	22.6009	
0.2694	-0.1091	18.4973	
0.3234	-0.0478	15.4254	
0.3786	-0.0066	13.2833	
0.4270	0.0300	12.0234	
0.4627	0.0746	11.6920	
0.4803	0.1290	11.9668	
0.4767	0.1879	12.4728	
0.4540	0.2423	12.4212	
0.4184	0.2807	11.4082	
0.3750	0.2951	9.6854	
0.3238	0.2853	7.8045	
0.2602	0.2634	6.1772	
0.1835	0.2547	5.0122	
0.1003	0.2744	4.4842	
0.0217	0.3090	4.6237	
-0.0435	0.3398	5.3530	
-0.0945	0.3656	6.5008	
-0.1362	0.3943	8.1359	
-0.1720	0.4341	10.3587	
-0.1997	0.4869	13.1587	
-0.2140	0.5401	16.4145	
-0.2106	0.5703	19.7792	
-0.1879	0.5586	22.6584	
-0.1488	0.5064	24.5998	
-0.0989	0.4369	25.9819	
-0.0431	0.3717	27.8533	
0.0129	0.3150	30.3327	
0.0603	0.2611	32.9962	
0.0908	0.2044	35.3626	
0.1004	0.1417	37.4834	
0.0920	0.0756	39.8172	
0.0727	0.0186	43.0245	
0.0508	-0.0130	47.2146	
0.0343	-0.0113	50.9289	
0.0301	0.0170	52.5277	
0.0425	0.0578	52.1622	
0.0723	0.0935	49.7506	
0.1145	0.1059	45.6665	
0.1608	0.0881	40.6943	
0.2037	0.0515	35.6661	
0.2388	0.0157	31.5771	
0.2650	-0.0084	29.5039	
0.2842	-0.0225	29.7447	
0.3006	-0.0343	31.8998	
0.3181	-0.0516	34.1489	
0.3389	-0.0783	35.6072	
0.3643	-0.1130	35.7685	
0.3952	-0.1514	34.7207	
0.4312	-0.1877	33.0333	
0.4699	-0.2136	31.1904	
0.5055	-0.2222	29.5817	
0.5305	-0.2161	28.6155	
0.5399	-0.2076	28.6830	
0.5356	-0.2085	29.7054	
0.5252	-0.2199	31.3904	
0.5183	-0.2313	32.9400	
0.5225	-0.2312	32.9694	
0.5386	-0.2200	31.6899	
0.5574	-0.2130	29.4064	
0.5662	-0.2292	26.1660	
0.5591	-0.2757	21.8674	
0.5428	-0.3407	16.7221	
0.5280	-0.3972	11.3683	
0.5202	-0.4189	6.8588	
0.5193	-0.4184	4.4499	
0.2460	-0.2519	48.8091	
0.2097	-0.2406	46.6309	
0.2010	-0.2373	43.0989	
0.2141	-0.2552	38.6763	
0.2430	-0.2591	33.7434	
0.2851	-0.2207	28.7907	
0.3379	-0.1409	24.5134	
0.3945	-0.0545	21.2656	
0.4466	0.0067	18.8726	
0.4903	0.0417	17.1280	
0.5263	0.0689	16.0465	
0.5547	0.1001	15.8161	
0.5698	0.1356	16.2664	
0.5640	0.1731	17.1645	
0.5368	0.2098	17.7728	
0.4960	0.2379	17.4163	
0.4501	0.2463	15.8113	
0.4025	0.2298	13.3180	
0.3530	0.2000	10.7396	
0.3015	0.1849	8.2768	
0.2464	0.2028	6.3439	
0.1880	0.2423	5.1473	
0.1308	0.2823	4.6643	
0.0773	0.3158	4.7187	
0.0256	0.3480	5.2767	
-0.0273	0.3893	6.4199	
-0.0834	0.4458	8.2567	
-0.1416	0.5080	10.8045	
-0.1948	0.5547	13.9126	
-0.2295	0.5659	17.0913	
-0.2336	0.5378	19.8788	
-0.2033	0.4882	22.4671	
-0.1452	0.4344	25.3387	
-0.0739	0.3770	28.6882	
-0.0081	0.3097	32.1968	
0.0368	0.2312	35.5116	
0.0551	0.1463	38.5665	
0.0528	0.0648	41.6023	
0.0410	0.0014	44.9744	
0.0295	-0.0281	49.1059	
0.0243	-0.0178	53.2912	
0.0297	0.0241	56.1664	
0.0490	0.0809	57.4784	
0.0820	0.1302	56.8251	
0.1232	0.1496	53.8237	
0.1656	0.1316	49.1437	
0.2046	0.0897	43.8093	
0.2371	0.0455	38.8350	
0.2607	0.0128	35.5662	
0.2755	-0.0072	34.8225	
0.2848	-0.0205	36.3053	
0.2940	-0.0356	38.2251	
0.3077	-0.0576	39.5687	
0.3278	-0.0864	39.6953	
0.3549	-0.1189	38.6325	
0.3884	-0.1507	36.9661	
0.4259	-0.1760	35.2422	
0.4622	-0.1908	33.9236	
0.4898	-0.1974	33.4307	
0.5035	-0.2034	34.0305	
0.5039	-0.2146	35.4817	
0.4975	-0.2284	37.1414	
0.4918	-0.2344	37.8559	
0.4926	-0.2248	37.1810	
0.5010	-0.2067	35.2191	
0.5125	-0.2013	32.0038	
0.5192	-0.2272	27.6491	
0.5177	-0.2837	22.4683	
0.5136	-0.3512	16.8258	
0.5147	-0.4063	11.2735	
0.5159	-0.4403	6.7228	
0.4753	-0.4527	4.3231	
0.1533	-0.2603	49.3148	
0.1564	-0.2411	47.4920	
0.1783	-0.2184	44.1436	
0.2255	-0.2157	39.8056	
0.2915	-0.2043	35.1453	
0.3657	-0.1573	30.8013	
0.4369	-0.0777	27.3709	
0.4948	-0.0003	24.7922	
0.5347	0.0480	22.7906	
0.5604	0.0731	21.2150	
0.5795	0.0944	20.1760	
0.5957	0.1181	19.9630	
0.6038	0.1383	20.5081	
0.5956	0.1549	21.6913	
0.5695	0.1742	22.8665	
0.5324	0.1940	23.2986	
0.4935	0.2016	22.3475	
0.4587	0.1882	19.8927	
0.4308	0.1624	16.6457	
0.4085	0.1480	13.5436	
0.3832	0.1609	10.5975	
0.3464	0.1935	8.2888	
0.2981	0.2291	6.7518	
0.2430	0.2603	5.7703	
0.1849	0.2897	5.1491	
0.1234	0.3251	4.9771	
0.0526	0.3727	5.4253	
-0.0327	0.4287	6.7136	
-0.1265	0.4823	9.0097	
-0.2088	0.5198	12.0245	
-0.2552	0.5326	15.2980	
-0.2519	0.5253	18.6341	
-0.2038	0.5011	22.2984	
-0.1310	0.4521	26.2391	
-0.0597	0.3718	30.1979	
-0.0108	0.2676	33.9025	
0.0097	0.1576	37.2470	
0.0114	0.0615	40.4432	
0.0087	-0.0047	44.0442	
0.0116	-0.0297	48.3198	
0.0225	-0.0112	53.0605	
0.0416	0.0416	57.4012	
0.0699	0.1102	60.4455	
0.1056	0.1677	61.5981	
0.1430	0.1895	60.1108	
0.1784	0.1695	56.4275	
0.2112	0.1231	51.4357	
0.2400	0.0718	46.1670	
0.2617	0.0300	42.1881	
0.2733	0.0015	40.4533	
0.2760	-0.0158	41.0244	
0.2761	-0.0287	42.4356	
0.2807	-0.0445	43.5650	
0.2933	-0.0658	43.6190	
0.3140	-0.0909	42.5490	
0.3422	-0.1167	40.9567	
0.3761	-0.1397	39.4803	
0.4113	-0.1582	38.6940	
0.4412	-0.1748	38.9742	
0.4606	-0.1935	40.2391	
0.4690	-0.2145	41.9031	
0.4706	-0.2320	42.8540	
0.4707	-0.2362	42.6383	
0.4726	-0.2220	41.1757	
0.4769	-0.2001	38.3093	
0.4820	-0.1949	33.8244	
0.4861	-0.2239	28.4225	
0.4908	-0.2812	22.6187	
0.5026	-0.3437	16.7176	
0.5286	-0.3949	11.1193	
0.5724	-0.4583	6.6026	
0.6476	-0.4997	4.2389	
0.0743	-0.2457	47.7683	
0.1062	-0.2157	46.5075	
0.1592	-0.1682	43.8855	
0.2372	-0.1419	40.4583	
0.3300	-0.1190	36.8276	
0.4210	-0.0753	33.5977	
0.4951	-0.0119	30.9650	
0.5448	0.0433	28.8068	
0.5716	0.0723	26.9551	
0.5834	0.0866	25.3830	
0.5883	0.1042	24.2930	
0.5896	0.1243	24.0361	
0.5862	0.1354	24.5995	
0.5756	0.1387	25.9316	
0.5574	0.1467	27.4620	
0.5342	0.1620	28.4682	
0.5115	0.1725	28.1329	
0.4950	0.1671	25.8641	
0.4876	0.1499	22.3213	
0.4862	0.1373	18.9677	
0.4794	0.1407	15.6927	
0.4558	0.1572	13.2114	
0.4140	0.1790	11.1076	
0.3605	0.2026	9.5847	
0.3033	0.2283	8.0029	
0.2442	0.2569	6.5901	
0.1751	0.2897	5.5813	
0.0867	0.3290	5.3191	
-0.0186	0.3787	6.1420	
-0.1221	0.4372	8.2399	
-0.1966	0.4946	11.3149	
-0.2220	0.5396	14.9830	
-0.1982	0.5554	19.0496	
-0.1441	0.5211	23.2664	
-0.0876	0.4299	27.3339	
-0.0503	0.3007	30.9542	
-0.0365	0.1685	33.9713	
-0.0346	0.0638	36.6973	
-0.0287	0.0016	40.2178	
-0.0104	-0.0144	44.7361	
0.0187	0.0122	49.9504	
0.0537	0.0715	55.2352	
0.0909	0.1449	59.7648	
0.1264	0.2033	62.4867	
0.1563	0.2224	62.5896	
0.1819	0.1998	60.1538	
0.2070	0.1513	56.3690	
0.2322	0.0960	51.9251	
0.2538	0.0461	48.2228	
0.2664	0.0071	46.0969	
0.2681	-0.0177	45.8631	
0.2638	-0.0308	46.7557	
0.2615	-0.0405	47.6386	
0.2664	-0.0532	47.5938	
0.2797	-0.0699	46.5106	
0.3010	-0.0885	45.0222	
0.3289	-0.1069	43.8899	
0.3602	-0.1258	43.8218	
0.3903	-0.1482	44.9663	
0.4150	-0.1755	46.7721	
0.4331	-0.2045	47.9938	
0.4458	-0.2267	48.0941	
0.4553	-0.2324	47.1065	
0.4625	-0.2186	44.9422	
0.4670	-0.1973	41.1236	
0.4691	-0.1922	35.3013	
0.4724	-0.2185	28.9130	
0.4829	-0.2671	22.6007	
0.5066	-0.3134	16.5411	
0.5462	-0.3365	10.9587	
0.6059	-0.3213	6.5047	
0.7204	-0.3022	4.1859	
-0.0265	-0.1964	43.4878	
0.0711	-0.1562	43.0452	
0.1616	-0.0874	41.9479	
0.2616	-0.0448	40.4853	
0.3639	-0.0205	38.7198	
0.4539	0.0078	36.8482	
0.5199	0.0461	34.9598	
0.5602	0.0761	33.0790	
0.5811	0.0867	31.2449	
0.5895	0.0897	29.5874	
0.5882	0.1006	28.3954	
0.5778	0.1160	28.0594	
0.5620	0.1243	28.5900	
0.5472	0.1261	29.9692	
0.5357	0.1328	31.6737	
0.5262	0.1482	33.0113	
0.5193	0.1624	33.1033	
0.5177	0.1643	31.1120	
0.5232	0.1537	27.4126	
0.5317	0.1398	23.9254	
0.5328	0.1305	20.6198	
0.5169	0.1281	18.2638	
0.4828	0.1339	16.1323	
0.4372	0.1497	14.7532	
0.3879	0.1734	13.1846	
0.3369	0.1969	11.1009	
0.2776	0.2152	8.7846	
0.2016	0.2350	6.8286	
0.1081	0.2735	5.7568	
0.0070	0.3417	6.0925	
-0.0812	0.4328	8.0861	
-0.1357	0.5238	11.3471	
-0.1490	0.5790	15.3368	
-0.1317	0.5626	19.5424	
-0.1059	0.4657	23.5027	
-0.0900	0.3187	26.8088	
-0.0863	0.1734	29.2799	
-0.0838	0.0694	31.5647	
-0.0692	0.0194	34.7957	
-0.0370	0.0177	39.2677	
0.0085	0.0529	44.6065	
0.0576	0.1138	50.2775	
0.1012	0.1828	55.4800	
0.1327	0.2331	59.2914	
0.1521	0.2450	61.0169	
0.1661	0.2203	60.4006	
0.1821	0.1734	58.3174	
0.2023	0.1186	55.4539	
0.2238	0.0642	52.7668	
0.2410	0.0158	50.9848	
0.2494	-0.0185	50.4634	
